"mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat","title"
"delta[2,13,2]",0.0052401160845678,0.00954186305796166,1.10619475177047,-2.3189717676148,-0.528957949404945,0.00628704491460222,0.54037924292556,2.30942532450551,13439.9244847701,1.00016340092517,"delta[2,13,2]"
"delta[2,13,3]",-0.0256148717465441,0.0168371063043215,2.14949280232806,-4.18280382573525,-0.877968951114363,-0.0155752236026272,0.830067349397904,4.05458467298537,16298.1039186239,1.00000094466455,"delta[2,13,3]"
"delta[2,14,1]",2.52699048037683,0.0287292557890465,2.95285612327302,-1.14053950081767,0.637704789147479,1.88719336715963,3.64417479583223,10.1565143555463,10564.180700608,1.00014510493864,"delta[2,14,1]"
"delta[2,14,2]",-0.26474951991094,0.00627339072982815,0.726145287132247,-1.82301101708578,-0.691628708149334,-0.189362944680037,0.160395963470293,1.11474461017389,13398.0739452961,1.00006190886166,"delta[2,14,2]"
"delta[2,14,3]",-0.426799525779635,0.00874700412082743,1.13026116238008,-2.88175234827495,-1.02476398978797,-0.349304516163737,0.211219563174297,1.70975965252004,16697.0192292155,1.0000108070568,"delta[2,14,3]"
"delta[2,15,1]",0.429583293874025,0.0133400147616622,1.68742803282367,-3.03333615469117,-0.48213600317506,0.372108559901113,1.33030007556807,3.97968072140174,16000.6600760941,0.999979679701057,"delta[2,15,1]"
"delta[2,15,2]",-0.722847910455835,0.007260499080246,0.709524708869025,-2.30775442177161,-1.14625902244577,-0.657420448006993,-0.194224689682688,0.421966894409809,9549.97201273401,1.00013650162288,"delta[2,15,2]"
"delta[2,15,3]",1.12706284015203,0.00931283359673806,1.10647525096322,-0.844487777305667,0.413866325803857,1.04419346507849,1.7593089252521,3.51666097550946,14116.2624006642,1.00014761131488,"delta[2,15,3]"
"tau[1,1]",0.829884168402296,0.00990803015002507,0.727676681616802,0.0613109658357146,0.361223669571851,0.655021581263331,1.07151285401774,2.68778799329501,5393.89238449638,1.00005326833912,"tau[1,1]"
"tau[1,2]",0.993752182062164,0.00505502459734402,0.414237511044152,0.180295261574305,0.738123914444089,0.973093471483617,1.22743475761574,1.91056785889215,6715.09716158264,0.999890400241575,"tau[1,2]"
"tau[1,3]",1.4978227875215,0.00843887759851848,0.834842320545175,0.438787367635879,0.948747542393143,1.3141906307182,1.83744005774034,3.5783627340513,9786.77350850975,1.00009114708591,"tau[1,3]"
"tau[2,1]",2.88940417352558,0.0232810696273998,2.02519742783223,0.450708812714,1.64908859294018,2.43464061567401,3.57324515269189,8.17349098423801,7567.08957360516,1.00006969487922,"tau[2,1]"
"tau[2,2]",0.965498868749935,0.00630596396169052,0.522838674336473,0.093177225026073,0.60350212879694,0.93681664657238,1.27484282568131,2.12309273171695,6874.36267522636,1.00020017050187,"tau[2,2]"
"tau[2,3]",1.65386203264194,0.0132981932817881,1.20730044764962,0.255612634428157,0.919593119164079,1.39245365156168,2.07422353039366,4.53525540283885,8242.24351594447,1.00001351564827,"tau[2,3]"
"sigmab[1]",0.585527383941443,0.00496537553892731,0.365266359798293,0.0378042721658754,0.306975794828328,0.550004397529052,0.810115726998672,1.41021889781624,5411.46871689944,1.00005467169272,"sigmab[1]"
"sigmab[2]",0.892686463930666,0.00688665871380768,0.552861740851908,0.0784360924919395,0.474347708053735,0.83077845260392,1.22111806922861,2.133573026925,6444.89656928847,0.999959185747125,"sigmab[2]"
"rho",-0.356213158119706,0.00454076177307474,0.513003413011633,-0.975085567945166,-0.781937398500442,-0.493189243641315,-0.0228976037848668,0.826829525750587,12763.8906152782,1.00008217921986,"rho"
"p_i[1,1,1]",0.660648776442729,0.0002696071665222,0.0305954712701867,0.599932773968974,0.640492732409103,0.661103016531549,0.681609703461143,0.719099287919351,12878.0892317614,0.999937473105479,"p_i[1,1,1]"
"p_i[1,1,2]",0.956563734015411,0.000142749640526882,0.0183007726860999,0.914179751560124,0.945838303018701,0.959021607944118,0.969890271462257,0.984852908436453,16435.7227562139,0.999949223525508,"p_i[1,1,2]"
"p_i[1,2,1]",0.762249950850623,0.00160601133369932,0.183531210315013,0.249245288428774,0.688855147056618,0.805923892172867,0.891079554664071,0.984874678534955,13059.3826025663,0.999902399649098,"p_i[1,2,1]"
"p_i[1,2,2]",0.747185880386536,0.00393201472909131,0.319931770588499,0.00285012370348403,0.606235175736546,0.910577322302542,0.984987412761314,0.999967675924883,6620.4036131999,1.00041053680421,"p_i[1,2,2]"
"p_i[1,3,1]",0.67027759910773,0.00174434855086428,0.220707636036257,0.11446297861099,0.547542120130665,0.716370989835013,0.834401592189688,0.976951046733074,16009.1465671515,0.999941617796268,"p_i[1,3,1]"
"p_i[1,3,2]",0.787375674738833,0.00249352728697668,0.305021864079749,0.00539684644582404,0.708104528494788,0.948431488931572,0.992364014001069,0.999982865771854,14963.5173476815,1.00020934443159,"p_i[1,3,2]"
"p_i[1,4,1]",0.684336431250539,0.00200499338947278,0.215959004144336,0.143456933901155,0.56921964480762,0.732088103122468,0.846506265060768,0.978352609632874,11601.5693950642,1.00014387794497,"p_i[1,4,1]"
"p_i[1,4,2]",0.77414648065418,0.0030232833972307,0.308309368153883,0.00454385778673855,0.669487020696297,0.935094632154377,0.989718477338617,0.999971405947902,10399.5781831555,1.00008380374425,"p_i[1,4,2]"
"p_i[1,5,1]",0.789856858575623,0.00157647187585449,0.177469040539255,0.269471462441506,0.726911362274458,0.834277896748231,0.912549289181671,0.988585939879366,12672.8048735673,1.00022534761346,"p_i[1,5,1]"
"p_i[1,5,2]",0.698707900256101,0.002631212372801,0.333561114027933,0.00157518881069581,0.476765444753856,0.852936477436817,0.973390407642362,0.999929600220466,16070.856600014,1.00015688378032,"p_i[1,5,2]"
"p_i[1,6,1]",0.772765349626685,0.00149384646576309,0.182139308321821,0.235733425186087,0.705166293939016,0.818166860722574,0.897297928644513,0.985702501299894,14866.0448293406,0.999967993626021,"p_i[1,6,1]"
"p_i[1,6,2]",0.711066512525646,0.00275593685354166,0.329693093989849,0.00208015014057923,0.507653046589771,0.867954493838082,0.976323596712801,0.999954209699954,14311.3688658047,1.00001369273991,"p_i[1,6,2]"
"p_i[1,7,1]",0.66091151267938,0.00195397536749173,0.219989494246146,0.129075267478064,0.532736310887835,0.702536523716494,0.828824463955646,0.975178261088167,12675.5179164389,1.00003769425918,"p_i[1,7,1]"
"p_i[1,7,2]",0.803001976246837,0.00245835815987146,0.299909108162821,0.00548730521203177,0.742563771521835,0.96142992916363,0.994888325318112,0.999986230260311,14882.9491906544,1.00005793144736,"p_i[1,7,2]"
"p_i[1,8,1]",0.752924465664153,0.00152676224499821,0.189991460403613,0.206912233038324,0.677752405134173,0.795568696693684,0.886416099401554,0.985438643945404,15485.503775824,1.00006268605356,"p_i[1,8,1]"
"p_i[1,8,2]",0.766222735071022,0.00252923416574555,0.311337103686367,0.00430043703783571,0.651295273621003,0.926765462132691,0.988526655182122,0.999973652451135,15152.4787042833,1.0003352257431,"p_i[1,8,2]"
"p_i[1,9,1]",0.732967499489155,0.00184542169321463,0.194413833625728,0.202705888198603,0.648360735619392,0.778149128787065,0.872297632799763,0.980597870128524,11098.4693064591,1.00011159673443,"p_i[1,9,1]"
"p_i[1,9,2]",0.752918077311284,0.00259093106205614,0.315547113762701,0.00322418146526255,0.620468004800547,0.912978718502482,0.985361666058507,0.999957506815304,14832.5803242036,1.00027492865281,"p_i[1,9,2]"
"p_i[1,10,1]",0.698396516629209,0.00203506748191712,0.211222101448841,0.156817685934291,0.589629326874611,0.750998497655919,0.853488170065562,0.97865075002621,10772.6137502626,0.999953098931752,"p_i[1,10,1]"
"p_i[1,10,2]",0.739857560770144,0.00260906185825366,0.31977775587214,0.00292948657176538,0.580028594639235,0.901003281677053,0.98224894193505,0.999957089042005,15021.9997009854,0.999936050159447,"p_i[1,10,2]"
"p_i[1,11,1]",0.695899747954794,0.00168719488932542,0.205222403467919,0.157800512894174,0.590460399355017,0.738432387402074,0.846385184102573,0.977525782816262,14795.1385564756,1.00001319311009,"p_i[1,11,1]"
"p_i[1,11,2]",0.758147280088842,0.00256092503062221,0.313800050273804,0.00382165927948713,0.633086984759032,0.918670816712144,0.985068666437542,0.999964111486891,15014.5488657643,1.00003598888662,"p_i[1,11,2]"
"p_i[1,12,1]",0.783687972563593,0.00199097512297506,0.183114425581769,0.236865610222305,0.719020847512413,0.831900230857971,0.909668096804785,0.986707538505239,8458.89142813718,1.00023741440078,"p_i[1,12,1]"
"p_i[1,12,2]",0.633016735108159,0.00311589512378408,0.350676135907231,0.000978047679429518,0.324364520806838,0.755187788208217,0.958257714507657,0.999915324595724,12666.2122622696,1.00046298261549,"p_i[1,12,2]"
"p_i[1,13,1]",0.86377213289305,0.000312718896472473,0.0362946457930065,0.785823651018953,0.840405614894937,0.866348050099241,0.889636416883474,0.927381107659824,13470.2878079926,1.00005588582924,"p_i[1,13,1]"
"p_i[1,13,2]",0.255251830811243,0.00109910874324811,0.114547597612049,0.0687652923653396,0.169655581093073,0.242555786293384,0.32728023947301,0.506749389015193,10861.5209748403,0.999930722314571,"p_i[1,13,2]"
"p_i[1,14,1]",0.86377873313155,0.000419122993580485,0.0521029928650236,0.749718245190145,0.830569234659607,0.86837746479992,0.902159097071626,0.950222177875451,15454.0518902496,0.999952388141426,"p_i[1,14,1]"
"p_i[1,14,2]",0.954416593610341,0.000609189153200666,0.0611006401994865,0.77773041428932,0.937273059452889,0.978205247250273,0.995766798920838,0.99999351428091,10059.7502193603,0.999993225831552,"p_i[1,14,2]"
"p_i[1,15,1]",0.721378270972033,0.000396409975685731,0.050213565515113,0.615862870191346,0.688394525771318,0.723359934576223,0.756901314946423,0.812653041724163,16045.4895064759,0.999999066081103,"p_i[1,15,1]"
"p_i[1,15,2]",0.926028062960677,0.000240072157798642,0.0307033681835517,0.854511949090995,0.908017195383455,0.930492350556814,0.948346417846923,0.973841286298697,16356.4273547047,1.00005321323416,"p_i[1,15,2]"
"p_i[2,1,1]",0.871981437745055,0.00146131251840271,0.137113551762186,0.470801181674314,0.839433422022166,0.91680203684967,0.959700025636654,0.992719760100433,8803.88887836874,0.999930115228106,"p_i[2,1,1]"
"p_i[2,1,2]",0.780954245897249,0.00150461091478861,0.197174525972169,0.244475196331521,0.692769979392387,0.841833142661957,0.928550315877826,0.990926363087476,17173.2777856624,1.00001630299511,"p_i[2,1,2]"
"p_i[2,2,1]",0.962752130211796,0.000187627414313793,0.0175640432641189,0.921925985287874,0.952887949400646,0.965589959202469,0.975560713596329,0.989123655151446,8763.07258852505,1.00012703143601,"p_i[2,2,1]"
"p_i[2,2,2]",0.835967477604551,0.000579939530948332,0.0738185799800401,0.668015099306116,0.791108446439574,0.844819943294006,0.890563369127059,0.951872061848442,16201.8999961941,1.00016323954686,"p_i[2,2,2]"
"p_i[2,3,1]",0.855442014291514,0.001212970763041,0.153072136447783,0.401979212444437,0.811428726211662,0.907130893089104,0.957809572938136,0.992957216105706,15925.4466533496,1.00004692995279,"p_i[2,3,1]"
"p_i[2,3,2]",0.820034275729981,0.00147576392634842,0.185300574843578,0.28378704536986,0.754713021129247,0.883614892741659,0.951989023065076,0.995920528756556,15765.9357637899,1.00004010189007,"p_i[2,3,2]"
"p_i[2,4,1]",0.771458985175158,0.000264465018999747,0.0347540742582735,0.700136283771381,0.748394366302846,0.772645692742983,0.795569496632461,0.835617900260302,17269.3097025135,0.999919528305582,"p_i[2,4,1]"
"p_i[2,4,2]",0.925356708795239,0.000263697042984813,0.0307271204754109,0.855065947006267,0.906696480510859,0.929197480093411,0.947871058575045,0.974063617368575,13577.9187913893,1.00017110543127,"p_i[2,4,2]"
"p_i[2,5,1]",0.976520906027726,0.000101116131316096,0.0125468651061705,0.946071973407885,0.969732700411535,0.978608399049211,0.985885550508429,0.994380475044649,15396.7680485148,1.00009503746435,"p_i[2,5,1]"
"p_i[2,5,2]",0.656604962081446,0.000748491362061318,0.0847192530913232,0.480218479414101,0.601652275370163,0.660759536596448,0.716207469281339,0.807698077273331,12811.2247746781,0.999950162840733,"p_i[2,5,2]"
"p_i[2,6,1]",0.963269799808696,0.000158185631955029,0.0200707135673805,0.914788514381849,0.952329992998578,0.966910045262227,0.978373265994482,0.991238306404141,16098.7278418598,1.00010472382245,"p_i[2,6,1]"
"p_i[2,6,2]",0.690559048725623,0.000575906362962551,0.0689945217733344,0.548157710927937,0.645537232880412,0.693907303628301,0.739618192705425,0.816068925405758,14352.4308681201,0.999946148332546,"p_i[2,6,2]"
"p_i[2,7,1]",0.838614626229749,0.000353456482624257,0.0407550113413201,0.7514081466107,0.81288813155824,0.841780729955503,0.86723116625609,0.909016417597312,13295.0548693188,1.00001226416149,"p_i[2,7,1]"
"p_i[2,7,2]",0.954181025716054,0.000311363089344515,0.0378851004302907,0.854919063807705,0.93622320973795,0.963971649199982,0.982599956243804,0.997556231666698,14804.8029163334,0.999951040819909,"p_i[2,7,2]"
"p_i[2,8,1]",0.962081295943494,0.000152151918503758,0.0179537338633561,0.919667905445958,0.951695844884051,0.964725974403076,0.975395672348606,0.988750537662895,13923.7013872882,0.999935232381187,"p_i[2,8,1]"
"p_i[2,8,2]",0.890295459257368,0.000404392542961426,0.0498783722405762,0.774643904692233,0.860973673905735,0.896931195311793,0.927079174885036,0.966813309014321,15213.1191579264,0.999988306227517,"p_i[2,8,2]"
"p_i[2,9,1]",0.928056071828841,0.000291848131356661,0.0315036761505916,0.855313682529772,0.909947708600696,0.932369065904825,0.951231806047824,0.976722303909121,11652.2189030867,1.00016349071948,"p_i[2,9,1]"
"p_i[2,9,2]",0.833257487369105,0.000575107613357276,0.0750555648379067,0.662290959552505,0.788141779467263,0.843812852981523,0.889055544368066,0.950099688750954,17032.0750254938,1.00005185395707,"p_i[2,9,2]"
"p_i[2,10,1]",0.779432674130173,0.000272434275865696,0.0342489119477951,0.709272589829209,0.756645859705854,0.780861039778849,0.803199478180647,0.843264690497721,15804.1107530429,0.999983712054906,"p_i[2,10,1]"
"p_i[2,10,2]",0.828313602489543,0.000373360882737376,0.0448958807708543,0.732016345187319,0.799746899198313,0.831221397365935,0.860178394124895,0.907682946069409,14459.5694866065,0.999982399383831,"p_i[2,10,2]"
"p_i[2,11,1]",0.862089146560329,0.00029270038335763,0.0229880503605798,0.812935098815325,0.847405931582789,0.863449406270726,0.878397470328825,0.9034232221282,6168.18935200998,1.00019342518687,"p_i[2,11,1]"
"p_i[2,11,2]",0.835771695963022,0.000404407571929603,0.0529259795426555,0.720545268013485,0.803095181972075,0.840376577409388,0.874176166221722,0.925607705910191,17127.7080725858,0.999933303918507,"p_i[2,11,2]"
"p_i[2,12,1]",0.959342352709247,0.00021829457394441,0.0232257713373798,0.903441047519127,0.946956499676119,0.963520414990593,0.976670703234978,0.991366107245821,11320.2080969152,0.999909674711828,"p_i[2,12,1]"
"p_i[2,12,2]",0.333886967904534,0.0012280696683524,0.141119095951714,0.0921264188325176,0.228728624529969,0.324323245502271,0.43150528969711,0.628062981912386,13204.6094634847,1.00021224855621,"p_i[2,12,2]"
"p_i[2,13,1]",0.917545757924588,0.000827449585191515,0.10555768264267,0.604652967436409,0.900870786339783,0.953228363082499,0.977910985190984,0.996124341363542,16274.0861093918,0.999953421569289,"p_i[2,13,1]"
"p_i[2,13,2]",0.630779082384372,0.00299532033029533,0.269827071504201,0.0568966650055543,0.442535693309169,0.700804936996831,0.855395342415325,0.979352945820108,8114.92464526701,1.00019825686953,"p_i[2,13,2]"
"p_i[2,14,1]",0.959649673467392,0.000211483936864039,0.0263462620777338,0.893763932940559,0.946909643128171,0.965078739360776,0.978736689845825,0.993411161915837,15519.6971592424,1.00024054406877,"p_i[2,14,1]"
"p_i[2,14,2]",0.701457719853611,0.0010099936431724,0.126137722067988,0.425389858007486,0.620608011616067,0.713763771861472,0.796992819387505,0.907620786771792,15597.4171268072,1.00003460276184,"p_i[2,14,2]"
"p_i[2,15,1]",0.950559157728851,0.000182504847440395,0.0230175638498233,0.895550512631087,0.937889602205765,0.954123296695311,0.967172196360862,0.984846540225513,15906.3269474117,0.999938188003346,"p_i[2,15,1]"
"p_i[2,15,2]",0.665207412506314,0.000423594165266522,0.0556319642988858,0.551516864260194,0.628448686461821,0.667337889939837,0.703580015309839,0.769425940251298,17248.4014064056,0.999935141753823,"p_i[2,15,2]"
"p_i[3,1,1]",0.48337128127481,0.00216659081175925,0.281527866461881,0.018498231627464,0.248996627176535,0.47282930801555,0.711909978469589,0.978922377977328,16884.5303119927,1.00008501264141,"p_i[3,1,1]"
"p_i[3,1,2]",0.759611374008854,0.0021707872830358,0.259101761818968,0.0501180203293713,0.656238919636664,0.85867055841828,0.953517810578616,0.99886136502902,14246.434795773,1.0000791091533,"p_i[3,1,2]"
"p_i[3,2,1]",0.555431689283734,0.00221128601827628,0.28360551315985,0.0259891380273435,0.331263624716933,0.57833919094078,0.798187634871019,0.987659105208293,16448.9999124603,1.00012789110597,"p_i[3,2,1]"
"p_i[3,2,2]",0.739054097646574,0.00255329537741302,0.261640475620117,0.0505659113564901,0.617948757384953,0.832002334420922,0.942702148452803,0.998366070714538,10500.4459051843,0.999915852784297,"p_i[3,2,2]"
"p_i[3,3,1]",0.227071070906697,0.000696830421243354,0.0879277646642724,0.0809441096619685,0.162745664597629,0.218837158362586,0.282298753972663,0.421515435137282,15922.008832743,1.00001932351231,"p_i[3,3,1]"
"p_i[3,3,2]",0.936816803643428,0.000567448250454061,0.0667568489062481,0.760031858501927,0.907958855655422,0.95822766328794,0.986315716104473,0.999721843828965,13840.0970237151,1.00003731677607,"p_i[3,3,2]"
"p_i[3,4,1]",0.720907427640922,0.000418593758490217,0.0377338242733759,0.643387509476012,0.696501676761901,0.721792928954594,0.746811889890234,0.791102191198848,8125.98747039134,1.00000958170007,"p_i[3,4,1]"
"p_i[3,4,2]",0.779082577405206,0.000396571415602075,0.0499475484091729,0.676144016917108,0.74611824926303,0.781809371152963,0.814835578141373,0.868537767518611,15863.0078015156,0.999930088341877,"p_i[3,4,2]"
"p_i[3,5,1]",0.587961343353846,0.00227021034248991,0.28143078096991,0.0337750175676052,0.376561051213433,0.622115670965518,0.830303572217274,0.990573577764756,15367.7750907669,0.999951201975005,"p_i[3,5,1]"
"p_i[3,5,2]",0.676580710470784,0.00237964792232397,0.281425877410008,0.0356040366449985,0.495299415257584,0.762508367364055,0.911518102893486,0.996895084437195,13986.293734272,1.0000154674562,"p_i[3,5,2]"
"p_i[3,6,1]",0.569740107454956,0.00222366871384647,0.281185720963692,0.0295747063752268,0.350098055164826,0.598802762205716,0.810049221247829,0.98914685638034,15989.9223242108,1.00014627552481,"p_i[3,6,1]"
"p_i[3,6,2]",0.688836323245275,0.00215357140209518,0.276663303897197,0.0377661065805198,0.526372535879665,0.775465487809645,0.915213598431237,0.997609234128034,16503.8233692239,1.00014037743014,"p_i[3,6,2]"
"p_i[3,7,1]",0.460852870826508,0.00232584565323352,0.282788129097924,0.0125149219399586,0.222367199518069,0.44904709202222,0.687976878528666,0.973353924243375,14782.9316035255,0.999923801674329,"p_i[3,7,1]"
"p_i[3,7,2]",0.825275674762523,0.00184361703512403,0.223644474111168,0.126187953852622,0.771656267560252,0.915612135756555,0.977678775301539,0.999653324755102,14715.496478491,0.999960134867839,"p_i[3,7,2]"
"p_i[3,8,1]",0.546070901301695,0.002663193500612,0.284029125285541,0.0295695460313824,0.316221478464258,0.567311239112681,0.791308763994152,0.986577270401945,11374.1855332742,1.00060518480496,"p_i[3,8,1]"
"p_i[3,8,2]",0.767705041686134,0.0019446961476864,0.247438119941564,0.076952441148019,0.670588356292921,0.859969765956923,0.953341971413486,0.998924878569838,16189.3609731462,1.00023864438495,"p_i[3,8,2]"
"p_i[3,9,1]",0.525599914812491,0.00231802228519135,0.282216458465308,0.0227473976490823,0.298243008271437,0.536296151315724,0.763197926676804,0.982374980874855,14822.7731240105,1.00018145020251,"p_i[3,9,1]"
"p_i[3,9,2]",0.748782258993249,0.00202796243914248,0.255740124072766,0.0593008865914619,0.635682091840998,0.840744416135448,0.94554999158371,0.998454836640388,15902.95862943,0.999999136899857,"p_i[3,9,2]"
"p_i[3,10,1]",0.742836896566892,0.000280859295552284,0.0361554455042528,0.667876310155196,0.719165995654157,0.743738590732524,0.767976863428006,0.810972549613703,16571.8055997611,1.00012340615953,"p_i[3,10,1]"
"p_i[3,10,2]",0.640929862129324,0.000464963361250209,0.0589863521866258,0.522101764976615,0.601336105520391,0.642000650147616,0.682644301438291,0.751482179957823,16094.0599481054,0.999936469548865,"p_i[3,10,2]"
"p_i[3,11,1]",0.494171544618734,0.00226198801993575,0.283312286818802,0.0171418218575964,0.25718297259637,0.4967298181446,0.726010950423016,0.978688824015521,15687.3728329566,1.00000492286066,"p_i[3,11,1]"
"p_i[3,11,2]",0.753567465215913,0.00192208352487991,0.252453026445735,0.0661983117007345,0.646806259155444,0.8441012459617,0.943776346591806,0.998584669384451,17251.094354821,0.999954947602211,"p_i[3,11,2]"
"p_i[3,12,1]",0.589010953414491,0.00245760553896803,0.283547774383677,0.0334280538376308,0.370148243192673,0.630654948279659,0.83744446854738,0.991133173723945,13311.5347804606,1.00011570540192,"p_i[3,12,1]"
"p_i[3,12,2]",0.587248597372178,0.00277978759519397,0.311969222844296,0.011880635257551,0.324500307228374,0.652138062008038,0.86583129064423,0.995964012858952,12595.0610517281,1.00000915661876,"p_i[3,12,2]"
"p_i[3,13,1]",0.58171873609315,0.00241388025258855,0.280658915558682,0.0295875113983228,0.368045442069788,0.616539252684016,0.820787814742234,0.989817497443607,13518.4295421791,1.00011726797237,"p_i[3,13,1]"
"p_i[3,13,2]",0.628801859239692,0.00282758190259651,0.311086104119153,0.0123854306407505,0.387481234706998,0.723321557145411,0.897905877285678,0.997180861973136,12104.0535777771,1.00019704645783,"p_i[3,13,2]"
"p_i[3,14,1]",0.535755789885383,0.000869728901495539,0.0801024378606847,0.378567559659587,0.481128795143551,0.535746308130194,0.591079985553755,0.688537904497471,8482.49599398963,1.00007108142333,"p_i[3,14,1]"
"p_i[3,14,2]",0.696000201515236,0.00108072636328817,0.135322697635783,0.39870740316647,0.607884267745791,0.711076519063853,0.798776407768165,0.91377733980771,15678.6910357079,1.00019501505713,"p_i[3,14,2]"
"p_i[3,15,1]",0.336589256655189,0.00050401718772003,0.0549381365532515,0.234568154938753,0.298600569197509,0.334920125293589,0.373527203249466,0.447294333444387,11881.1137940217,1.00036158569855,"p_i[3,15,1]"
"p_i[3,15,2]",0.930073681931899,0.000346285609719482,0.0313727494975442,0.855346462551894,0.912029771523027,0.934702915943332,0.952783056841581,0.977753146056726,8207.97972340142,0.999979533887443,"p_i[3,15,2]"
"MU[1,1]",0.740923454522056,0.00077698406976299,0.0798749451910961,0.549796794074666,0.699704909880896,0.752884673543651,0.795804755470134,0.863607292958345,10568.1000682977,1.00013623530335,"MU[1,1]"
"MU[1,2]",0.903919735318841,0.000151875590592514,0.0186693956336771,0.858065415295413,0.895167547634304,0.907547397743125,0.916694834756411,0.930109424048515,15110.6991446754,1.00007075308186,"MU[1,2]"
"MU[1,3]",0.530472652272633,0.000738435965786468,0.0945399180340862,0.337721070594848,0.467187715597259,0.531971187035348,0.594957018120558,0.710838167973272,16390.9739801072,0.999918016813792,"MU[1,3]"
"MU[2,1]",0.750927135637017,0.00115768297389315,0.124136968162276,0.453466281948111,0.678252993491227,0.775874309095504,0.846802974808655,0.921604959967128,11498.0177893171,1.00026187184393,"MU[2,1]"
"MU[2,2]",0.758841811485201,0.000276372551441596,0.034333536050055,0.683912605747404,0.73710741911809,0.761649095704152,0.783302627414055,0.818068513215255,15432.8897118232,1.00007977636026,"MU[2,2]"
"MU[2,3]",0.743891101951085,0.000818553028817069,0.0930629366329979,0.525886527841776,0.688971245070201,0.756752965347231,0.811477906197762,0.889959888886132,12925.8724420366,1.00024743507198,"MU[2,3]"
"RD[1,1,1]",0,NA,0,0,0,0,0,0,NA,NA,"RD[1,1,1]"
"RD[1,1,2]",-0.162996280796784,0.000745138494432303,0.0836509959938933,-0.360032609852109,-0.207581668812723,-0.152566800486545,-0.106390566696535,-0.0271008576577151,12602.8344843064,1.00006027921895,"RD[1,1,2]"
"RD[1,1,3]",0.210450802249423,0.0010184797076986,0.12394750471341,-0.0537267500473607,0.134465933522938,0.214756813154396,0.293113656326522,0.443022386765583,14810.5373306955,1.00000219460797,"RD[1,1,3]"
"RD[1,2,1]",0.162996280796784,0.000745138494432303,0.0836509959938933,0.027100857657715,0.106390566696535,0.152566800486545,0.207581668812723,0.360032609852109,12602.8344843064,1.00006027921895,"RD[1,2,1]"
"RD[1,2,2]",0,NA,0,0,0,0,0,0,NA,NA,"RD[1,2,2]"
"RD[1,2,3]",0.373447083046207,0.000746624162377922,0.0968581945015723,0.189562982294165,0.307627884509539,0.372383287713339,0.437585220252201,0.570386866080551,16829.4009544774,0.999912265776489,"RD[1,2,3]"
"RD[1,3,1]",-0.210450802249423,0.0010184797076986,0.12394750471341,-0.443022386765583,-0.293113656326522,-0.214756813154396,-0.134465933522938,0.0537267500473606,14810.5373306955,1.00000219460797,"RD[1,3,1]"
"RD[1,3,2]",-0.373447083046207,0.000746624162377922,0.0968581945015723,-0.570386866080551,-0.437585220252201,-0.372383287713339,-0.307627884509539,-0.189562982294165,16829.4009544774,0.999912265776489,"RD[1,3,2]"
"RD[1,3,3]",0,NA,0,0,0,0,0,0,NA,NA,"RD[1,3,3]"
"RD[2,1,1]",0,NA,0,0,0,0,0,0,NA,NA,"RD[2,1,1]"
